Sr.,Date,Time,Pick up location,drop off location,Yango Economy,Yango Comfort,Yango Bike,Distance (km),Indrive Economy,Indrive Comfort,Indrive Bike,weather
678,07-12-23,12:12:00,Fazaia Teachers Training Institute e/9,"PIMS Metro Bus Station Jinnah Avenue, G 8/3 G-8, Islamabad",207,259,88,11.4,310,455,129,normal
679,07-12-23,12:14:00,Fazaia Teachers Training Institute e/9,Bismillah Plaza I-10 markaz,390,486,178,10.5,475,689,202,normal
680,07-12-23,12:18:00,Fazaia Teachers Training Institute e/9,"Quetta Darbar Cafe Street 85, G-13/1 G 13/1 G-13, Islamabad",472,589,224,14.6,629,905,270,normal
681,07-12-23,12:25:00,Fazaia Teachers Training Institute e/9,maizban tandoori  g/11,285,366,126,8.2,402,585,270,normal
682,07-12-23,12:29:00,Fazaia Teachers Training Institute e/9,centaurus mall f/8,242,303,105,4.7,288,425,119,normal
683,07-12-23,12:35:00,Fazaia Teachers Training Institute e/9,chamman metro bus station G-9/4,216,270,91,4.2,276,407,114,normal
684,07-12-23,12:52:00,"Luxury Inn Guest House Street Number 32, G-9/1 G 9/1 G-9, Islamabad",Delight Afghani burger and french fries G-9/4,156,195,62,1.1,178,290,80,normal
685,07-12-23,12:54:00,"Luxury Inn Guest House Street Number 32, G-9/1 G 9/1 G-9, Islamabad",Ayub Market f7 markaz,252,315,106,5.5,320,470,133,normal
686,07-12-23,12:55:00,"Luxury Inn Guest House Street Number 32, G-9/1 G 9/1 G-9, Islamabad", faiz ahmad faiz metro station  h/8,182,228,73,3,238,353,97,normal
687,07-12-23,12:57:00,"Luxury Inn Guest House Street Number 32, G-9/1 G 9/1 G-9, Islamabad",Jamia Masjid Qurtubah e/11,344,429,149,8.8,421,613,178,normal
688,07-12-23,12:59:00,"Luxury Inn Guest House Street Number 32, G-9/1 G 9/1 G-9, Islamabad",cheezious i-8,265,331,114,6,332,487,139,normal
689,07-12-23,13:00:00,"Luxury Inn Guest House Street Number 32, G-9/1 G 9/1 G-9, Islamabad",sunday bazar  g/11,198,247,79,3.6,257,380,105,normal
690,07-12-23,13:01:00,"Luxury Inn Guest House Street Number 32, G-9/1 G 9/1 G-9, Islamabad",Margalla Park f/8,259,323,109,7.8,389,566,164,normal
691,07-12-23,13:03:00,"Luxury Inn Guest House Street Number 32, G-9/1 G 9/1 G-9, Islamabad",Kashmir Residency Boys Hostel e/11,356,444,254,9,427,622,181,normal
692,07-12-23,13:05:00,"Luxury Inn Guest House Street Number 32, G-9/1 G 9/1 G-9, Islamabad",HOT N SPICE e/11,258,322,107,5.9,329,484,137,normal
693,07-12-23,13:10:00,Kashmir Residency Boys Hostel e/11,HOT N SPICE e/11,211,350,86,5.2,307,452,128,normal
694,07-12-23,13:08:00,Auracael Private limited Block A Sector B-17,Anabia's garden E11/2,580,956,295,17.8,743,1064,321,normal
695,07-12-23,13:10:00,Auracael Private limited Block A Sector B-17,Luxury boys hostel E/11,611,850,304,20.1,816,1167,353,normal
696,07-12-23,13:15:00,Auracael Private limited Block A Sector B-17,Royal apartment e 11,745,864,318,21.9,873,1248,378,normal
697,07-12-23,13:16:00,Auracael Private limited Block A Sector B-17,Obortunity consulting e/11,696,857,317,22.2,879,1257,381,normal
698,07-12-23,13:24:00,Auracael Private limited Block A Sector B-17,Madina Dry Cleaners & Steam Laundry f/10,1042,1300,497,40.1,1941,2750,851,normal
667,07-12-23,13:24:00,Auracael Private limited Block A Sector B-17,Harveys guest house e/11,640,797,316,22.8,876,1253,380,normal
741,07-12-23,13:24:00,Kashmir Residency Boys Hostel e/11,Jamia Masjid Qurtubah e/11,142,261,60,0.6,178,290,80,normal
742,07-12-23,13:26:00,Kashmir Residency Boys Hostel e/11,Ayub Market f7 markaz,336,498,149,8.5,408,595,172,normal
668,07-12-23,13:26:00,Auracael Private limited Block A Sector B-17,Aliyan pet clinic e/11,625,779,312,21.6,873,1248,378,normal
743,07-12-23,13:27:00,Kashmir Residency Boys Hostel e/11, faiz ahmad faiz metro station h/8,396,578,182,11.4,503,728,214,normal
744,07-12-23,13:29:00,Kashmir Residency Boys Hostel e/11,Delight Afghani burger and french fries G-9/4,374,587,163,10.1,446,648,189,normal
669,07-12-23,13:31:00,Auracael Private limited Block A Sector B-17,awan guest house  e/11,686,855,317,21.5,870,1244,377,normal
745,07-12-23,13:32:00,Kashmir Residency Boys Hostel e/11,cheezious i-8,522,614,245,14.4,598,863,256,normal
670,07-12-23,13:32:00,Sukoon vista Block A Sector B-17,Anabias garden E11/4,652,901,289,17.5,696,997,300,normal
746,07-12-23,13:33:00,Kashmir Residency Boys Hostel e/11,sunday bazar  g/11,290,510,124,8.2,402,586,170,normal
671,07-12-23,13:34:00,Sukoon vista Block A Sector B-17,Royal Apartment e 11,664,998,298,21.6,825,1181,357,normal
747,07-12-23,13:35:00,Kashmir Residency Boys Hostel e/11,"Luxury Inn Guest House Street Number 32, G-9/1 G 9/1 G-9, Islamabad",347,567,152,8.8,421,613,178,normal
672,07-12-23,13:36:00,Sukoon vista Block A Sector B-17,Black Rock Cafe e/11,665,987,296,21,803,1154,349,normal
748,07-12-23,13:37:00,Kashmir Residency Boys Hostel e/11,Margalla Park f/8,376,502,1337,7.8,389,568,164,normal
673,07-12-23,13:37:00,Sukoon vista Block A Sector B-17,Apple Group of Schools Islamabad e/11,608,757,305,20.2,797,1141,345,normal
674,07-12-23,13:39:00,Sukoon vista Block A Sector B-17,Sir Syed CASE Institute of Technology b/17,150,187,60,2.1,209,313,84,normal
675,07-12-23,13:40:00,Sukoon vista Block A Sector B-17,Metro Consulting Grid Pvt Ltd. e/11,575,717,289,18.3,721,1033,311,normal
676,07-12-23,13:41:00,Sukoon vista Block A Sector B-17,Lazzat spa Islamabad e/11,593,740,297,21.5,822,1176,356,normal
677,07-12-23,13:41:00,Sukoon vista Block A Sector B-17,Jamia Masjid Qurtubah e/11,593,739,298,20.2,781,1118,338,normal
678,07-12-23,13:43:00,Fmc Customer Faciliation Centre Block A sector B-17,AJWA RANT A CAR e/11,745,929,374,20.6,800,1000,450,normal
679,07-12-23,13:45:00,Fmc Customer Faciliation Centre Block A sector B-17,"Autism Resource Centre, Islamabad e/11",703,893,376,20.3,790,980,450,normal
680,07-12-23,13:47:00,Fmc Customer Faciliation Centre Block A sector B-17,The City School E-11 Campus,701,874,375,20.1,790,980,450,normal
681,07-12-23,13:49:00,Fmc Customer Faciliation Centre Block A sector B-17,MARGALLA Hills Residency Islamabad E-11/3,699,872,376,20.2,800,1000,460,normal
682,07-12-23,13:50:00,Fmc Customer Faciliation Centre Block A sector B-17,Apple Group of Schools Islamabad e/11,734,963,373,21.3,780,995,465,normal
683,07-12-23,13:52:00,Fmc Customer Faciliation Centre Block A sector B-17,Flexi dreams hospitality services Islamabad e/11 ,717,967,382,21,815,985,450,normal
684,07-12-23,13:54:00,Fmc Customer Faciliation Centre Block A sector B-17,IBH BOYS HOSTEL e/11,757,921,375,21,800,985,450,normal
685,07-12-23,13:56:00,Fmc Customer Faciliation Centre Block A sector B-17,Premier cottage Inn e/11,769,915,379,20.9,850,960,430,normal
686,07-12-23,13:59:00,Fmc Customer Faciliation Centre Block A sector B-17,Unicres Pvt Ltd e/11,717,894,372,20.9,780,950,420,normal
687,07-12-23,14:02:00,Fmc Customer Faciliation Centre Block A sector B-17,Backpackers Hostel Islamabad e/11,723,902,348,23.7,790,960,400,normal
688,07-12-23,14:15:00,Burger Lab-Mellow Mal Block A B17,Luxury Apartment Hotel & Guest House e/11,587,731,290,21,650,790,340,normal
689,07-12-23,14:17:00,Burger Lab-Mellow Mal Block A B17,Canadian Inn Hotel Islamabad e/11,581,724,289,19.2,640,800,350,normal
690,07-12-23,14:20:00,Burger Lab-Mellow Mal Block A B17,Family lodge e/11,638,795,319,24.2,700,850,390,normal
691,07-12-23,14:22:00,Burger Lab-Mellow Mal Block A B17,Fitness Zone by The NAK e/11,594,740,297,19.9,650,810,348,normal
692,07-12-23,14:25:00,Burger Lab-Mellow Mal Block A B17,Arif Javed Rao Park e/11,594,740,297,19.7,650,810,348,normal
693,07-12-23,14:26:00,Burger Lab-Mellow Mal Block A B17,Najeeb Pharmacy E-11/3,598,745,301,20.4,660,790,350,normal
649,07-12-23,14:27:00,Margalla Filling Station Total PARCO Petrol Pump Block A Sector B-17,Chattha’s  F10,702,980,276,23.8,761,1132,342,normal
694,07-12-23,14:28:00,Burger Lab-Mellow Mal Block A B17,GLLC Languages Institute Islamabad e/11,587,731,295,20.6,650,805,350,normal
695,07-12-23,14:30:00,Burger Lab-Mellow Mal Block A B17,BABA JEE GUEST HOUSE e/11,594,741,299,20.3,670,800,370,normal
696,07-12-23,14:32:00,Burger Lab-Mellow Mal Block A B17,INDUS HERITAGE CLUB e/11,587,732,295,19.9,689,789,365,normal
697,07-12-23,14:34:00,Burger Lab-Mellow Mal Block A B17,Mudan Residence guest house e/11,595,742,299,20.3,698,800,370,normal
650,07-12-23,14:48:00,Margalla Filling Station Total PARCO Petrol Pump Block A Sector B-17,Tandoori Restaurant  F10,597,746,288,27.4,806,1154,349,normal
651,07-12-23,14:50:00,Margalla Filling Station Total PARCO Petrol Pump Block A Sector B-17,Khabbay Ki Sajji  F10,610,762,296,24.4,803,1149,347,normal
652,07-12-23,14:55:00,Margalla Filling Station Total PARCO Petrol Pump Block A Sector B-17,Butt Karahi F-10,610,762,296,24.4,803,1149,347,normal
653,07-12-23,14:58:00,Margalla Filling Station Total PARCO Petrol Pump Block A Sector B-17,italian oven f-10,657,820,297,24.1,803,1149,347,normal
654,07-12-23,15:00:00,Margalla Filling Station Total PARCO Petrol Pump Block A Sector B-17,Orient Restaurant  F10,653,814,299,24.3,829,1185,359,normal
655,07-12-23,15:14:00,Margalla Filling Station Total PARCO Petrol Pump Block A Sector B-17,Hot N Chilli  F10,615,987,298,24.4,806,1154,349,normal
656,07-12-23,15:49:00,Margalla Filling Station Total PARCO Petrol Pump Block A Sector B-17,Suki Sushi Japanese & Korean Restaurant (F10-Markaz),604,802,300,24.1,791,1132,342,normal
657,07-12-23,15:59:00,Auracael Private limited Block A Sector B-17,Orient Restaurant  F10,726,904,361,24.5,917,1310,398,normal
658,07-12-23,16:22:00,Auracael Private limited Block A Sector B-17,Hot N Chilli  F10,730,910,361,23.8,895,1279,388,normal
750,07-12-23,18:10:00,Fazaia Inter College Islamabad e/9,HOT N SPICE e/11,246,366,99,5.3,310,456,129,normal
751,07-12-23,18:26:00,"Luxury Inn Guest House Street Number 32, G-9/1 G 9/1 G-9, Islamabad",chamman metro bus station G-9/4,163,203,67,2.1,209,313,84,normal
752,07-12-23,18:13:00,Fazaia Inter College Islamabad e/9,italian oven f-10,221,336,113,5,301,443,125,normal
753,07-12-23,18:15:00,Fazaia Inter College Islamabad e/9,Delight Afghani burger and french fries G-9/4,317,398,136,5.1,304,448,126,normal
754,07-12-23,18:16:00,Fazaia Inter College Islamabad e/9,the centaurus mall f/8,279,318,151,5,301,443,125,normal
755,07-12-23,18:18:00,Fazaia Inter College Islamabad e/9,Margalla Park f/8,275,298,109,2.5,222,331,90,normal
756,07-12-23,18:20:00,Fazaia Inter College Islamabad e/9,PAF Complex Islamabad - AHQ e/9,227,265,92,1.4,190,290,80,normal
757,07-12-23,18:21:00,Fazaia Inter College Islamabad e/9,"Luxury Inn Guest House Street Number 32, G-9/1 G 9/1 G-9, Islamabad",383,432,134,5.9,329,484,137,normal
758,07-12-23,18:21:00,Fazaia Inter College Islamabad e/9,Kashmir Residency Boys Hostel e/11,355,491,164,8.1,399,582,168,normal
759,07-12-23,18:23:00,Fazaia Inter College Islamabad e/9,Orient Restaurant  F10,311,398,114,5,301,443,125,normal
760,07-12-23,18:24:00,Fazaia Inter College Islamabad e/9,Butt Karahi F-10,375,425,86,4.7,291,429,121,normal
761,07-12-23,18:25:00,Fazaia Inter College Islamabad e/9,"Quetta Darbar Cafe Street 85, G-13/1 G 13/1 G-13, Islamabad",823,808,314,15.7,639,920,275,normal
762,07-12-23,18:27:00,Kashmir Residency Boys Hostel e/11,Orient Restaurant  F10,269,336,112,6.4,345,506,144,normal
763,07-12-23,18:31:00,Faisal Masjid e/8,Hot N Chilli  F10,301,455,129,6.4,361,529,151,normal
764,07-12-23,18:30:00,Faisal Masjid e/8,Orient Restaurant  F10,286,498,128,7,380,555,160,normal
765,07-12-23,18:33:00,Faisal Masjid e/8,italian oven f-10,289,429,147,6.9,377,550,158,normal
766,07-12-23,18:35:00,Faisal Masjid e/8,Butt Karahi F-10,287,438,129,6.9,367,537,154,normal
767,07-12-23,18:36:00,Faisal Masjid e/8,Suki Sushi Japanese & Korean Restaurant (F10-Markaz),329,413,119,6.3,355,520,149,normal
768,07-12-23,18:37:00,Faisal Masjid e/8,cheezious i-8,405,435,153,9.8,468,679,199,normal
769,07-12-23,18:38:00,Faisal Masjid e/8,centaurus mall f/8,261,331,84,3.2,263,389,108,normal
770,07-12-23,18:40:00,Faisal Masjid e/8,marryam girls hostel g/10,755,879,319,21.9,861,1219,368,normal
771,07-12-23,18:41:00,Faisal Masjid e/8,new boys hostel i/14,654,854,312,21.7,844,1211,366,normal
772,07-12-23,18:43:00,Faisal Masjid e/8,"Luxury Inn Guest House Street Number 32, G-9/1 G 9/1 G-9, Islamabad",335,449,141,8.2,418,607,177,normal
773,07-12-23,18:49:00,Sir Syed CASE Institute of Technology b/17 ,new boys hostel i/14,659,821,532,26.1,1315,1876,574,normal
774,07-12-23,18:48:00,Sir Syed CASE Institute of Technology b/17 ,"Luxury Inn Guest House Street Number 32, G-9/1 G 9/1 G-9, Islamabad",740,922,387,26.1,990,1414,430,normal
775,07-12-23,18:53:00,Sir Syed CASE Institute of Technology b/17,"Rumi Hostel H-12, Islamabad",664,828,325,26,1211,1726,528,normal
776,07-12-23,18:59:00,Sir Syed CASE Institute of Technology b/17,Orient Restaurant  F10,720,897,355,24.4,914,1306,396,normal
777,07-12-23,19:00:00,Sir Syed CASE Institute of Technology b/17,italian oven f-10,717,893,355,23.6,889,1271,385,normal
778,07-12-23,19:02:00,Sir Syed CASE Institute of Technology b/17,Butt Karahi F-10,729,909,361,24.1,904,1293,392,normal
779,07-12-23,19:03:00,Sir Syed CASE Institute of Technology b/17,Suki Sushi Japanese & Korean Restaurant (F10-Markaz),714,890,355,23.3,876,1253,380,normal
780,07-12-23,19:06:00,Sir Syed CASE Institute of Technology b/17,Kashmir Residency Boys Hostel e/11,593,739,289,21.5,882,1177,356,normal
781,07-12-23,19:07:00,Sir Syed CASE Institute of Technology b/17,"Quetta Darbar Cafe Street 85, G-13/1 G 13/1 G-13, Islamabad",566,705,274,17.9,1258,1792,549,normal
782,07-12-23,19:09:00,Sir Syed CASE Institute of Technology b/17,G-11 sunday bazar,685,854,387,23.4,971,1387,422,normal
783,07-12-23,19:14:00,Margalla Greens Golf Club e/8,centaurus mall f/8,207,306,100,4.3,279,412,115,normal
784,07-12-23,19:16:00,Margalla Greens Golf Club e/8,marryam girls hostel g/10,696,858,325,23.2,876,1254,380,normal
785,07-12-23,19:18:00,Margalla Greens Golf Club e/8,new boys hostel i/14,759,908,342,23,870,1245,377,normal
786,07-12-23,19:20:00,Margalla Greens Golf Club e/8,"Luxury Inn Guest House Street Number 32, G-9/1 G 9/1 G-9, Islamabad",387,489,142,6.7,355,519,149,normal
787,07-12-23,19:22:00,Margalla Greens Golf Club e/8,air uiversity e/8,217,338,70,2.4,219,326,88,normal
788,07-12-23,19:29:00,Margalla Greens Golf Club e/8,"IJP Metro Bus Station I.J.P. Road, I 8/1 I-8, Islamabad",467,610,181,9.8,452,656,198,normal
789,07-12-23,19:35:00,Margalla Greens Golf Club e/8,Orient Restaurant  F10,326,432,116,5.9,329,483,137,normal
790,07-12-23,19:39:00,Margalla Greens Golf Club e/8,italian oven f-10,320,305,117,5.8,326,478,136,normal
791,07-12-23,19:40:00,Margalla Greens Golf Club e/8,"PIMS Metro Bus Station Jinnah Avenue, G 8/3 G-8, Islamabad",294,369,100,5,301,443,125,normal
792,07-12-23,19:41:00,Margalla Greens Golf Club e/8,Suki Sushi Japanese & Korean Restaurant (F10-Markaz),331,416,118,5.3,304,447,126,normal
793,07-12-23,19:43:00,Margalla Greens Golf Club e/8,"Rumi Hostel H-12, Islamabad",547,920,261,17.2,689,990,297,normal
794,07-12-23,19:11:00,Margalla Greens Golf Club e/8,G-11 sunday bazar,430,499,150,9.2,434,630,184,normal
795,08-12-23,7:57:00,Humera Beauty Parlour E11,Maryam Girls Hostel i-14/3,838,879,252,15,740,1063,319,normal
796,08-12-23,8:03:00,Humera Beauty Parlour E11,new palace guest house g/9,625,645,160,9.3,424,616,178,normal
797,08-12-23,10:52:00,Humera Beauty Parlour E11,baiT UL MOHSINAAT GIRLS HOSTEL ISLAMABAD i-9/1,846,855,233,15.3,614,884,263,normal
798,08-12-23,10:55:00,Humera Beauty Parlour E11,CSD (Canteen Store Department e/10,452,508,91,4.5,272,402,112,normal
799,08-12-23,10:56:00,Humera Beauty Parlour E11,"Luxury Inn Guest House Street Number 32, G-9/1 G 9/1 G-9, Islamabad",581,677,149,8.8,408,594,72,normal
800,08-12-23,10:58:00,Humera Beauty Parlour E11,AL VEER GUEST HOUSE & APARTMENTS e/11,331,210,60,0.85,178,290,80,normal
801,08-12-23,11:00:00,National Defence University (NDU) e/9,AL VEER GUEST HOUSE & APARTMENTS e/11,329,411,147,8.6,415,604,175,normal
802,08-12-23,11:01:00,National Defence University (NDU) e/9,baiT UL MOHSINAAT GIRLS HOSTEL ISLAMABAD i-9/1,387,482,174,10.3,468,679,199,normal
803,08-12-23,11:04:00,National Defence University (NDU) e/9,CSD (Canteen Store Department e/10,223,278,93,6.9,272,403,112,normal
804,08-12-23,11:05:00,National Defence University (NDU) e/9,"Rumi Hostel H-12, Islamabad",451,562,218,14.3,598,862,256,normal
805,08-12-23,11:07:00,National Defence University (NDU) e/9,new boys hostel i 14,622,776,299,20.1,778,1115,336,normal
806,08-12-23,11:08:00,National Defence University (NDU) e/9,chamman metro bus station G-9/4,252,314,105,4.7,291,429,121,normal
807,08-12-23,11:11:00,National Defence University (NDU) e/9,PN Football Ground e/8,153,191,61,1.6,193,291,80,normal
808,08-12-23,11:12:00,National Defence University (NDU) e/9,Riding Club E-8,149,187,66,1.2,181,290,80,normal
809,08-12-23,11:13:00,National Defence University (NDU) e/9,Orient Restaurant  F10,231,288,104,5.3,310,456,129,normal
810,08-12-23,11:14:00,National Defence University (NDU) e/9,italian oven f-10,229,285,103,5.3,310,455,129,normal
811,08-12-23,11:15:00,National Defence University (NDU) e/9,"Quetta Darbar Cafe Street 85, G-13/1 G 13/1 G-13, Islamabad",483,602,236,16,648,932,279,normal
812,08-12-23,11:17:00,National Defence University (NDU) e/9,"IJP Metro Bus Station I.J.P. Road, I 8/1 I-8, Islamabad",336,420,155,9.3,437,634,185,normal
813,08-12-23,11:19:00,National Defence University (NDU) e/9,"PIMS Metro Bus Station Jinnah Avenue, G 8/3 G-8, Islamabad",261,326,109,5.7,317,465,132,normal
814,08-12-23,11:21:00,National Defence University (NDU) e/9,Margalla Park f/8,178,223,70,2.6,225,335,91,normal
815,08-12-23,11:23:00,PAF Complex Islamabad - AHQ e/9,Margalla Park f/8,177,214,95,2.6,225,335,91,normal
816,08-12-23,11:24:00,PAF Complex Islamabad - AHQ e/9,air uiversity e/8,145,181,89,1.5,190,290,80,normal
817,08-12-23,11:25:00,PAF Complex Islamabad - AHQ e/9,centaurus mall f/8,240,299,136,5.1,304,447,126,normal
818,08-12-23,11:26:00,PAF Complex Islamabad - AHQ e/9,Bismillah Market I-9/4 markaz,320,299,150,8.7,418,607,177,normal
819,08-12-23,11:28:00,PAF Complex Islamabad - AHQ e/9,"PIMS Metro Bus Station Jinnah Avenue, G 8/3 G-8, Islamabad",243,316,112,5.7,326,478,136,normal
820,08-12-23,11:29:00,PAF Complex Islamabad - AHQ e/9,Islamabad railway h/9,334,416,155,8.4,408,595,172,normal
821,08-12-23,11:30:00,PAF Complex Islamabad - AHQ e/9,Margalla Park f/8,171,214,73,2.6,225,335,91,normal
822,08-12-23,11:31:00,PAF Complex Islamabad - AHQ e/9,BAIT UL MOHSINAAT GIRLS HOSTEL ISLAMABAD i-9/1,375,467,168,10.2,465,675,198,normal
823,08-12-23,11:32:00,PAF Complex Islamabad - AHQ e/9,D Watson I-10 Markaz,406,506,215,11.3,500,724,213,normal
824,08-12-23,11:36:00,PAF Complex Islamabad - AHQ e/9,The comfort lodge f/11,302,377,133,9.3,437,634,185,normal
825,08-12-23,11:37:00,PAF Complex Islamabad - AHQ e/9,"Quetta Darbar Cafe Street 85, G-13/1 G 13/1 G-13, Islamabad",476,539,231,15.8,642,923,276,normal
826,08-12-23,11:38:00,PAF Complex Islamabad - AHQ e/9,Aura Grande Event Complex e/11,213,266,100,6.2,339,495,142,normal
827,08-12-23,11:55:00,INDUS HERITAGE CLUB e/11,Aura Grande Event Complex e/11,146,210,60,2.2,209,313,84,normal
828,08-12-23,12:03:00,INDUS HERITAGE CLUB e/11,Dino valley ,837,1043,388,9.3,874,1396,423,normal
829,08-12-23,12:07:00,INDUS HERITAGE CLUB e/11,The comfort lodge f/11,232,290,98,6,332,487,139,normal
830,08-12-23,12:09:00,INDUS HERITAGE CLUB e/11,"Quetta Darbar Cafe Street 85, G-13/1 G 13/1 G-13, Islamabad ",413,515,186,16,648,933,279,normal
831,08-12-23,12:10:00,INDUS HERITAGE CLUB e/11,Mudan Residence guest house e/11,141,176,60,0.85,178,290,80,normal
832,08-12-23,12:11:00,INDUS HERITAGE CLUB e/11,centaurus mall f/8,334,416,154,8.9,437,634,185,normal
833,08-12-23,12:13:00,INDUS HERITAGE CLUB e/11,chamman metro bus station G-9/4,310,387,139,8.1,399,580,168,normal
834,08-12-23,12:14:00,INDUS HERITAGE CLUB e/11,Monal Marquee ,154,192,61,1.8,200,299,80,normal
835,08-12-23,12:18:00,INDUS HERITAGE CLUB e/11,Maryam Girls Hostel i-14/3,535,667,246,18,712,1024,307,normal
836,08-12-23,12:20:00,INDUS HERITAGE CLUB e/11,"Luxury Inn Guest House Street Number 32, G-9/1 G 9/1 G-9, Islamabad",302,377,134,7.4,377,550,158,normal
837,09-12-23,11:10:00,"International Islamic University Islamabad (IIUI) Sector H-10, Islamabad",Orient Restaurant  F10,362,533,166,9.7,449,652,191,normal
838,09-12-23,11:15:00,"International Islamic University Islamabad (IIUI) Sector H-10, Islamabad",italian oven f-10,372,484,166,9.7,449,652,191,normal
839,09-12-23,11:18:00,"International Islamic University Islamabad (IIUI) Sector H-10, Islamabad","Shifa Football Ground Sahibzada Abdul Qayyum Road, Sector I-8/2 H 8/4 I-8, Islamaba",364,454,169,12.2,525,758,224,normal
840,09-12-23,11:19:00,"International Islamic University Islamabad (IIUI) Sector H-10, Islamabad",Faiz Ahmed Faiz Metro bus station H-8,328,409,151,10.5,234,686,202,normal
841,09-12-23,11:22:00,"International Islamic University Islamabad (IIUI) Sector H-10, Islamabad","Faizabad Bus Station Karnal Sher Khan Shaheed Road, Faizabad I 8/4 I-8, Islamabad",423,527,197,11.5,642,923,276,normal
842,09-12-23,11:23:00,"International Islamic University Islamabad (IIUI) Sector H-10, Islamabad","Quetta Darbar Cafe Street 85, G-13/1 G 13/1 G-13, Islamabad",350,453,158,10,459,665,195,normal
843,09-12-23,11:27:00,"International Islamic University Islamabad (IIUI) Sector H-10, Islamabad",cheezious i-8,396,513,194,10,469,667,195,normal
844,09-12-23,11:29:00,"International Islamic University Islamabad (IIUI) Sector H-10, Islamabad",maizban tandoori G-11,323,420,142,7.2,370,541,156,normal
845,09-12-23,11:32:00,"International Islamic University Islamabad (IIUI) Sector H-10, Islamabad","Tehzeeb Bakers I-8 Markaz I 8 Markaz I-8, Islamabad",385,487,168,10.1,462,412,196,normal
846,09-12-23,11:36:00,"International Islamic University Islamabad (IIUI) Sector H-10, Islamabad",chamman metro bus station G-9/4,371,477,80,9.6,446,647,105,normal
847,09-12-23,11:46:00,"International Islamic University Islamabad (IIUI) Sector H-10, Islamabad",The comfort lodge f/11,363,453,150,9.4,440,639,186,normal
848,09-12-23,11:51:00,"International Islamic University Islamabad (IIUI) Sector H-10, Islamabad","Rumi Hostel H-12, Islamabad",285,356,140,5.5,320,470,133,normal
849,09-12-23,11:53:00,"International Islamic University Islamabad (IIUI) Sector H-10, Islamabad",new boys hostel  i-14/3,454,620,229,14.1,588,849,252,normal
850,09-12-23,11:55:00,"International Islamic University Islamabad (IIUI) Sector H-10, Islamabad",baiT UL MOHSINAAT GIRLS HOSTEL ISLAMABAD i-9/1,278,400,143,7.1,367,537,154,normal
851,10-12-23,12:12:00,Harveys Guest House E-11,Dino Park E-7,487,612,192,11,494,715,210,normal
852,10-12-23,12:13:00,Harveys Guest House E-11,maizban tandoori G-11,349,420,133,9.2,348,511,149,normal
853,10-12-23,12:15:00,Harveys Guest House E-11,Mishi Maan Beauty Parlour e/11,155,195,85,1,178,290,80,normal
854,10-12-23,12:18:00,Harveys Guest House E-11,cheezious i-8,567,720,257,14.8,610,880,262,normal
855,10-12-23,12:19:00,Harveys Guest House E-11,Orient Restaurant  F10,348,418,149,6.8,358,523,150,normal
856,10-12-23,12:20:00,Harveys Guest House E-11,itwar bazar H-9,561,668,233,8.6,519,751,221,normal
857,10-12-23,12:22:00,Harveys Guest House E-11,CSD (Canteen Store Department e/10,334,405,98,4.8,298,438,123,normal
858,10-12-23,12:23:00,Harveys Guest House E-11,Backpackers Hostel Islamabad  e/11,267,326,100,2.6,250,372,102,normal
859,10-12-23,12:25:00,Harveys Guest House E-11,Aura Grande Event Complex e/11,292,305,80,3.3,244,362,100,normal
860,10-12-23,12:27:00,Harveys Guest House E-11,rawal king cricket i-11/1,858,873,244,17,680,978,293,normal
861,10-12-23,12:31:00,Harveys Guest House E-11,"Tehzeeb Bakers I-8 Markaz I 8 Markaz I-8, Islamabad",822,858,237,14.8,610,880,262,normal
862,10-12-23,12:32:00,Harveys Guest House E-11,"IJP Metro Bus Station I.J.P. Road, I 8/1 I-8, Islamabad",792,811,226,14.6,604,870,259,normal
863,10-12-23,12:34:00,"Luxury Inn Guest House Street Number 32, G-9/1 G 9/1 G-9, Islamabad",chamman metro bus station G-9/4,596,648,169,9.8,452,657,192,normal
864,22-12-23,20:32:00,Shifa International Hospital h/8,Orient Restaurant  F10,190,280,80,8,234,348,96,normal
865,22-12-23,20:34:00,Shifa International Hospital h/8,italian oven f-10,422,420,162,8.1,234,348,96,normal
866,22-12-23,20:36:00,Shifa International Hospital h/8,Butt Karahi F-10,392,413,156,7.9,225,335,92,normal
867,22-12-23,20:39:00,Shifa International Hospital h/8,Suki Sushi Japanese & Korean Restaurant (F10-Markaz),416,429,199,8.1,243,361,100,normal
868,22-12-23,20:41:00,Shifa International Hospital h/8,cheezious i-8,225,243,75,1.3,367,536,155,normal
869,22-12-23,20:43:00,Shifa International Hospital h/8,centaurus mall f/8,386,425,165,6.5,355,518,150,normal
870,22-12-23,20:46:00,Shifa International Hospital h/8,marryam girls hostel g/10,170,255,70,7.7,204,305,82,normal
871,22-12-23,20:49:00,Shifa International Hospital h/8,new boys hostel i/14,120,209,60,18,171,278,77,normal
872,22-12-23,20:50:00,Shifa International Hospital h/8,"Luxury Inn Guest House Street Number 32, G-9/1 G 9/1 G-9, Islamabad",330,352,120,4.7,204,304,82,normal
873,22-12-23,20:53:00,Shifa International Hospital h/8,new boys hostel i/14,120,209,60,18,507,733,217,normal
874,22-12-23,20:55:00,Shifa International Hospital h/8,"Luxury Inn Guest House Street Number 32, G-9/1 G 9/1 G-9, Islamabad",330,352,120,4.7,204,304,82,normal
875,22-12-23,20:57:00,Shifa International Hospital h/8,"Rumi Hostel H-12, Islamabad",387,521,132,14,404,587,171,normal
